"","sale.date","sales.rep","rep.sex","rep.region","rep.feedback","wine","type","cost","unit.price","units.sold","recipt","expenses","year"
"6553",2012-03-21,"Lesia Belt",0,"West",7,"Pinot Gris","white",3.741,12.47,13,162.11,8.3232,2012
"8711",2012-03-22,"Nilda Hypolite",0,"Central",6,"Chardonnay","white",3.15,10.07,14,140.98,5.71,2012
"4010",2012-03-22,"Aiko Hamsher",0,"East",6,"Shiraz","red",6.051,20.17,22,443.74,10.416,2012
"8216",2012-03-22,"Deloras Mcfetridge",0,"West",4,"Chardonnay","white",3.15,10.5,18,189,5.7324,2012
"7423",2012-03-22,"Deloras Mcfetridge",0,"West",6,"Merlot","red",2.229,7.43,25,185.75,5.2224,2012
"893",2012-03-22,"Lesia Belt",0,"West",5,"Cabernet Sauvignon","red",3.624,12.08,18,217.44,6.987,2012
"7615",2012-03-22,"Lesia Belt",0,"West",7,"Chardonnay","white",3.15,10.5,18,189,6.7218,2012
"7388",2012-03-22,"Vicki Kilkenny",0,"West",5,"Merlot","red",2.229,7.43,14,104.02,3.9984,2012
"2957",2012-03-22,"Vicki Kilkenny",0,"West",6,"Riesling","white",2.097,6.99,13,90.87,3.7434,2012
"3525",2012-03-23,"Lolita Wass",0,"Central",6,"Pinot Gris","white",3.741,12.04,33,397.32,8.85,2012
"1757",2012-03-23,"Aiko Hamsher",0,"East",8,"Riesling","white",2.097,6.99,30,209.7,5.985,2012
"5180",2012-03-23,"Kym Velarde",0,"East",5,"Merlot","red",2.229,7.43,12,89.16,4.4835,2012
"1293",2012-03-23,"Clement Arias",1,"North",4,"Chardonnay","white",3.15,11.45,25,286.25,6.7,2012
"71",2012-03-23,"Eura Begay",0,"North",6,"Chardonnay","white",3.15,11.45,16,183.2,6.22,2012
"2329",2012-03-23,"Eura Begay",0,"North",5,"Riesling","white",2.097,7.94,13,103.22,4.3,2012
"9398",2012-03-23,"Yolando Galicia",0,"North",6,"Merlot","red",2.229,8.38,18,150.84,5.12,2012
"2625",2012-03-23,"Lavera Mccallie",0,"South",7,"Merlot","red",2.229,7.31,7,51.17,3.705,2012
"896",2012-03-23,"Tori Hastie",0,"South",5,"Merlot","red",2.229,7.31,17,124.27,4.731,2012
"5743",2012-03-24,"Lolita Wass",0,"Central",5,"Riesling","white",2.097,6.56,11,72.16,4.02,2012
"6039",2012-03-24,"Ben Gerry",1,"East",4,"Merlot","red",2.229,7.43,15,111.45,4.2945,2012
"6792",2012-03-24,"Clement Arias",1,"North",6,"Shiraz","red",6.051,21.12,15,316.8,9.49,2012
"3436",2012-03-24,"Lavera Mccallie",0,"South",6,"Chardonnay","white",3.15,10.38,18,186.84,5.3675,2012
"6933",2012-03-26,"Aiko Hamsher",0,"East",6,"Pinot Gris","white",3.741,12.47,22,274.34,7.938,2012
"1557",2012-03-26,"Karry Noell",0,"East",6,"Cabernet Sauvignon","red",3.624,12.08,26,314.08,7.665,2012
"7604",2012-03-26,"Kym Velarde",0,"East",7,"Cabernet Sauvignon","red",3.624,12.08,17,205.36,7.623,2012
"7581",2012-03-26,"Deloras Mcfetridge",0,"West",6,"Merlot","red",2.229,7.43,12,89.16,4.3044,2012
"9630",2012-03-27,"Dannette Saltsman",0,"Central",7,"Pinot Gris","white",3.741,12.04,13,156.52,6.73,2012
"4715",2012-03-27,"Lolita Wass",0,"Central",6,"Cabernet Sauvignon","red",3.624,11.65,10,116.5,5.69,2012
"7359",2012-03-27,"Lavera Mccallie",0,"South",5,"Merlot","red",2.229,7.31,8,58.48,4.104,2012
"7742",2012-03-27,"Mamie Fullington",0,"South",7,"Chardonnay","white",3.15,10.38,8,83.04,4.6265,2012
"5198",2012-03-27,"Lesia Belt",0,"West",6,"Pinot Gris","white",3.741,12.47,21,261.87,6.7014,2012
"7353",2012-03-28,"Dannette Saltsman",0,"Central",7,"Shiraz","red",6.051,19.74,16,315.84,10.32,2012
"4604",2012-03-28,"Virgilio Mcelligott",1,"Central",6,"Pinot Gris","white",3.741,12.04,14,168.56,6.1,2012
"362",2012-03-28,"Eura Begay",0,"North",6,"Chardonnay","white",3.15,11.45,15,171.75,6.24,2012
"3710",2012-03-28,"Shameka Mertes",0,"North",7,"Pinot Gris","white",3.741,13.42,7,93.94,5.65,2012
"8966",2012-03-28,"Bianca Suchan",0,"West",7,"Merlot","red",2.229,7.43,6,44.58,4.4064,2012
"8889",2012-03-28,"Deloras Mcfetridge",0,"West",7,"Chardonnay","white",3.15,10.5,14,147,5.967,2012
"3030",2012-03-28,"Deloras Mcfetridge",0,"West",6,"Merlot","red",2.229,7.43,4,29.72,3.0702,2012
"3997",2012-03-29,"Karry Noell",0,"East",7,"Merlot","red",2.229,7.43,13,96.59,4.347,2012
"5325",2012-03-29,"Eura Begay",0,"North",7,"Riesling","white",2.097,7.94,9,71.46,3.86,2012
"7462",2012-03-29,"Shameka Mertes",0,"North",5,"Shiraz","red",6.051,21.12,21,443.52,10.23,2012
"9176",2012-03-29,"Bianca Suchan",0,"West",7,"Merlot","red",2.229,7.43,19,141.17,4.794,2012
"6908",2012-03-30,"Dannette Saltsman",0,"Central",6,"Merlot","red",2.229,7,22,154,4.74,2012
"235",2012-03-30,"Dannette Saltsman",0,"Central",5,"Sauvignon Blanc","white",2.697,8.56,14,119.84,5.42,2012
"735",2012-03-30,"Aiko Hamsher",0,"East",7,"Pinot Gris","white",3.741,12.47,14,174.58,6.615,2012
"3825",2012-03-30,"Karry Noell",0,"East",6,"Cabernet Sauvignon","red",3.624,12.08,18,217.44,7.35,2012
"5592",2012-03-30,"Clement Arias",1,"North",6,"Chardonnay","white",3.15,11.45,17,194.65,6.65,2012
"8651",2012-03-30,"Eura Begay",0,"North",7,"Riesling","white",2.097,7.94,27,214.38,5.88,2012
"4587",2012-03-30,"Yolando Galicia",0,"North",7,"Pinot Gris","white",3.741,13.42,11,147.62,7.09,2012
"2222",2012-03-30,"Tori Hastie",0,"South",4,"Chardonnay","white",3.15,10.38,18,186.84,5.3865,2012
"2123",2012-03-31,"Dannette Saltsman",0,"Central",5,"Chardonnay","white",3.15,10.07,13,130.91,5.65,2012
"7024",2012-03-31,"Aiko Hamsher",0,"East",5,"Chardonnay","white",3.15,10.5,22,231,5.5755,2012
"674",2012-03-31,"Yolando Galicia",0,"North",6,"Merlot","red",2.229,8.38,11,92.18,4.31,2012
"7483",2012-03-31,"Jewel Copas",1,"South",5,"Merlot","red",2.229,7.31,18,131.58,4.37,2012
"6830",2012-03-31,"Lavera Mccallie",0,"South",8,"Chardonnay","white",3.15,10.38,11,114.18,4.427,2012
"3506",2012-03-31,"Lesia Belt",0,"West",7,"Shiraz","red",6.051,20.17,18,363.06,11.4138,2012
"4114",2012-04-01,"Vicki Kilkenny",0,"West",6,"Riesling","white",2.097,6.99,23,160.77,5.2428,2012
"3735",2012-04-02,"Dannette Saltsman",0,"Central",6,"Merlot","red",2.229,7,14,98,4.44,2012
"9113",2012-04-02,"Lolita Wass",0,"Central",4,"Cabernet Sauvignon","red",3.624,11.65,20,233,6.42,2012
"7326",2012-04-02,"Aiko Hamsher",0,"East",5,"Merlot","red",2.229,7.43,20,148.6,5.061,2012
"2776",2012-04-02,"Ben Gerry",1,"East",7,"Merlot","red",2.229,7.43,11,81.73,4.242,2012
"4893",2012-04-02,"Kym Velarde",0,"East",6,"Merlot","red",2.229,7.43,20,148.6,5.4495,2012
"5233",2012-04-02,"Clement Arias",1,"North",5,"Shiraz","red",6.051,21.12,22,464.64,9.7,2012
"2704",2012-04-02,"Shameka Mertes",0,"North",7,"Pinot Gris","white",3.741,13.42,19,254.98,6.9,2012
"4983",2012-04-02,"Lavera Mccallie",0,"South",5,"Pinot Gris","white",3.741,12.35,11,135.85,6.3935,2012
"3732",2012-04-02,"Bianca Suchan",0,"West",6,"Merlot","red",2.229,7.43,9,66.87,4.1514,2012
"6716",2012-04-02,"Bianca Suchan",0,"West",4,"Merlot","red",2.229,7.43,10,74.3,4.0698,2012
"3759",2012-04-02,"Deloras Mcfetridge",0,"West",6,"Cabernet Sauvignon","red",3.624,12.08,16,193.28,6.3138,2012
"3155",2012-04-02,"Vicki Kilkenny",0,"West",6,"Cabernet Sauvignon","red",3.624,12.08,16,193.28,7.0686,2012
"8714",2012-04-03,"Kym Velarde",0,"East",7,"Sauvignon Blanc","white",2.697,8.99,24,215.76,6.2055,2012
"4853",2012-04-03,"Tori Hastie",0,"South",6,"Cabernet Sauvignon","red",3.624,11.96,13,155.48,5.966,2012
"9888",2012-04-03,"Tori Hastie",0,"South",5,"Sauvignon Blanc","white",2.697,8.87,10,88.7,4.864,2012
"7093",2012-04-03,"Bianca Suchan",0,"West",6,"Riesling","white",2.097,6.99,21,146.79,5.3142,2012
"5708",2012-04-03,"Lesia Belt",0,"West",6,"Riesling","white",2.097,6.99,5,34.95,3.417,2012
"7303",2012-04-04,"Aiko Hamsher",0,"East",6,"Pinot Gris","white",3.741,12.47,16,199.52,7.2765,2012
"978",2012-04-04,"Clement Arias",1,"North",5,"Riesling","white",2.097,7.94,23,182.62,5.26,2012
"2641",2012-04-04,"Clement Arias",1,"North",6,"Shiraz","red",6.051,21.12,5,105.6,9.9,2012
"9071",2012-04-04,"Shameka Mertes",0,"North",7,"Merlot","red",2.229,8.38,15,125.7,4.8,2012
"1319",2012-04-04,"Yolando Galicia",0,"North",5,"Merlot","red",2.229,8.38,18,150.84,5.19,2012
"8788",2012-04-04,"Yolando Galicia",0,"North",5,"Merlot","red",2.229,8.38,20,167.6,5.15,2012
"7904",2012-04-04,"Lavera Mccallie",0,"South",6,"Cabernet Sauvignon","red",3.624,11.96,10,119.6,5.567,2012
"3972",2012-04-04,"Lesia Belt",0,"West",6,"Merlot","red",2.229,7.43,20,148.6,4.5696,2012
"6795",2012-04-05,"Nilda Hypolite",0,"Central",5,"Merlot","red",2.229,7,14,98,4.09,2012
"2422",2012-04-05,"Aiko Hamsher",0,"East",5,"Merlot","red",2.229,7.43,13,96.59,5.0295,2012
"7308",2012-04-05,"Kym Velarde",0,"East",7,"Merlot","red",2.229,7.43,20,148.6,5.376,2012
"5333",2012-04-05,"Clement Arias",1,"North",6,"Pinot Gris","white",3.741,13.42,13,174.46,6.43,2012
"439",2012-04-05,"Eura Begay",0,"North",6,"Merlot","red",2.229,8.38,17,142.46,5.28,2012
"6305",2012-04-05,"Bianca Suchan",0,"West",5,"Merlot","red",2.229,7.43,6,44.58,3.9474,2012
"6630",2012-04-05,"Deloras Mcfetridge",0,"West",6,"Pinot Gris","white",3.741,12.47,10,124.7,5.7222,2012
"877",2012-04-06,"Aiko Hamsher",0,"East",7,"Cabernet Sauvignon","red",3.624,12.08,14,169.12,6.4155,2012
"8099",2012-04-06,"Aiko Hamsher",0,"East",7,"Cabernet Sauvignon","red",3.624,12.08,18,217.44,7.14,2012
"5197",2012-04-06,"Aiko Hamsher",0,"East",5,"Chardonnay","white",3.15,10.5,16,168,6.657,2012
"2940",2012-04-06,"Clement Arias",1,"North",5,"Chardonnay","white",3.15,11.45,21,240.45,6.04,2012
"9494",2012-04-06,"Eura Begay",0,"North",8,"Shiraz","red",6.051,21.12,22,464.64,11.17,2012
"6639",2012-04-06,"Shameka Mertes",0,"North",7,"Chardonnay","white",3.15,11.45,9,103.05,5.84,2012
"3512",2012-04-07,"Dannette Saltsman",0,"Central",5,"Pinot Gris","white",3.741,12.04,22,264.88,8.46,2012
"9779",2012-04-07,"Karry Noell",0,"East",6,"Shiraz","red",6.051,20.17,13,262.21,11.151,2012
"5792",2012-04-07,"Jewel Copas",1,"South",6,"Pinot Gris","white",3.741,12.35,22,271.7,6.137,2012
"2085",2012-04-07,"Mamie Fullington",0,"South",7,"Cabernet Sauvignon","red",3.624,11.96,19,227.24,7.0965,2012
"9882",2012-04-08,"Jewel Copas",1,"South",5,"Shiraz","red",6.051,20.05,6,120.3,10.374,2012
"2548",2012-04-08,"Deloras Mcfetridge",0,"West",6,"Cabernet Sauvignon","red",3.624,12.08,7,84.56,5.7018,2012
"9106",2012-04-09,"Lolita Wass",0,"Central",5,"Cabernet Sauvignon","red",3.624,11.65,21,244.65,6.34,2012
"7643",2012-04-09,"Virgilio Mcelligott",1,"Central",6,"Riesling","white",2.097,6.56,18,118.08,4.48,2012
"9771",2012-04-09,"Aiko Hamsher",0,"East",5,"Merlot","red",2.229,7.43,22,163.46,5.334,2012
"1549",2012-04-10,"Dannette Saltsman",0,"Central",5,"Merlot","red",2.229,7,6,42,3.73,2012
"4002",2012-04-10,"Mamie Fullington",0,"South",6,"Shiraz","red",6.051,20.05,8,160.4,8.8825,2012
"4416",2012-04-10,"Tori Hastie",0,"South",8,"Chardonnay","white",3.15,10.38,27,280.26,6.422,2012
"1517",2012-04-10,"Tori Hastie",0,"South",5,"Riesling","white",2.097,6.87,12,82.44,3.3725,2012
"7934",2012-04-11,"Aiko Hamsher",0,"East",6,"Riesling","white",2.097,6.99,10,69.9,3.801,2012
"6479",2012-04-11,"Eura Begay",0,"North",6,"Sauvignon Blanc","white",2.697,9.94,17,168.98,5.93,2012
"9219",2012-04-12,"Clement Arias",1,"North",5,"Chardonnay","white",3.15,11.45,18,206.1,6.94,2012
"2138",2012-04-12,"Lesia Belt",0,"West",4,"Merlot","red",2.229,7.43,17,126.31,4.4268,2012
"6423",2012-04-13,"Virgilio Mcelligott",1,"Central",6,"Shiraz","red",6.051,19.74,34,671.16,11.72,2012
"1718",2012-04-13,"Aiko Hamsher",0,"East",5,"Merlot","red",2.229,7.43,13,96.59,4.3155,2012
"6603",2012-04-13,"Ben Gerry",1,"East",5,"Pinot Gris","white",3.741,12.47,16,199.52,7.392,2012
"6825",2012-04-13,"Ben Gerry",1,"East",6,"Shiraz","red",6.051,20.17,30,605.1,10.605,2012
"3145",2012-04-13,"Lavera Mccallie",0,"South",6,"Merlot","red",2.229,7.31,16,116.96,4.3985,2012
"1112",2012-04-13,"Tori Hastie",0,"South",7,"Cabernet Sauvignon","red",3.624,11.96,19,227.24,5.909,2012
"2313",2012-04-13,"Bianca Suchan",0,"West",6,"Pinot Gris","white",3.741,12.47,13,162.11,6.8646,2012
"7204",2012-04-14,"Dannette Saltsman",0,"Central",5,"Cabernet Sauvignon","red",3.624,11.65,19,221.35,6.76,2012
"9464",2012-04-14,"Virgilio Mcelligott",1,"Central",5,"Chardonnay","white",3.15,10.07,14,140.98,5.04,2012
"4936",2012-04-14,"Aiko Hamsher",0,"East",5,"Cabernet Sauvignon","red",3.624,12.08,8,96.64,6.0165,2012
"3996",2012-04-14,"Ben Gerry",1,"East",5,"Sauvignon Blanc","white",2.697,8.99,22,197.78,6.0375,2012
"3021",2012-04-14,"Clement Arias",1,"North",7,"Pinot Gris","white",3.741,13.42,14,187.88,7.13,2012
"1993",2012-04-14,"Eura Begay",0,"North",7,"Pinot Gris","white",3.741,13.42,10,134.2,6.59,2012
"4673",2012-04-15,"Virgilio Mcelligott",1,"Central",7,"Chardonnay","white",3.15,10.07,6,60.42,5.01,2012
"6194",2012-04-15,"Kym Velarde",0,"East",7,"Cabernet Sauvignon","red",3.624,12.08,14,169.12,7.581,2012
"6027",2012-04-15,"Yolando Galicia",0,"North",7,"Chardonnay","white",3.15,11.45,19,217.55,6.33,2012
"1756",2012-04-15,"Lesia Belt",0,"West",5,"Chardonnay","white",3.15,10.5,11,115.5,5.61,2012
"6127",2012-04-16,"Dannette Saltsman",0,"Central",5,"Merlot","red",2.229,7,9,63,4.37,2012
"3815",2012-04-16,"Eura Begay",0,"North",6,"Pinot Gris","white",3.741,13.42,21,281.82,7.25,2012
"2843",2012-04-16,"Yolando Galicia",0,"North",6,"Merlot","red",2.229,8.38,12,100.56,4.48,2012
"1864",2012-04-16,"Jewel Copas",1,"South",6,"Riesling","white",2.097,6.87,7,48.09,2.964,2012
"4822",2012-04-16,"Mamie Fullington",0,"South",6,"Pinot Gris","white",3.741,12.35,9,111.15,6.4315,2012
"8614",2012-04-16,"Tori Hastie",0,"South",6,"Pinot Gris","white",3.741,12.35,18,222.3,7.3625,2012
"9840",2012-04-16,"Bianca Suchan",0,"West",6,"Pinot Gris","white",3.741,12.47,11,137.17,6.0588,2012
"8165",2012-04-16,"Deloras Mcfetridge",0,"West",6,"Sauvignon Blanc","white",2.697,8.99,8,71.92,5.1,2012
"162",2012-04-17,"Aiko Hamsher",0,"East",7,"Merlot","red",2.229,7.43,20,148.6,4.956,2012
"5841",2012-04-17,"Jewel Copas",1,"South",4,"Merlot","red",2.229,7.31,11,80.41,4.294,2012
"4904",2012-04-17,"Bianca Suchan",0,"West",4,"Chardonnay","white",3.15,10.5,14,147,6.5586,2012
"7550",2012-04-18,"Lolita Wass",0,"Central",6,"Chardonnay","white",3.15,10.07,28,281.96,7.17,2012
"8298",2012-04-18,"Karry Noell",0,"East",7,"Chardonnay","white",3.15,10.5,7,73.5,5.8695,2012
"913",2012-04-18,"Clement Arias",1,"North",6,"Cabernet Sauvignon","red",3.624,13.03,18,234.54,7.59,2012
"6383",2012-04-18,"Eura Begay",0,"North",8,"Chardonnay","white",3.15,11.45,16,183.2,5.83,2012
"3110",2012-04-18,"Deloras Mcfetridge",0,"West",6,"Shiraz","red",6.051,20.17,13,262.21,10.965,2012
"7640",2012-04-18,"Deloras Mcfetridge",0,"West",5,"Shiraz","red",6.051,20.17,6,121.02,9.6288,2012
"4204",2012-04-18,"Lesia Belt",0,"West",4,"Pinot Gris","white",3.741,12.47,20,249.4,6.3852,2012
"6270",2012-04-18,"Vicki Kilkenny",0,"West",6,"Riesling","white",2.097,6.99,12,83.88,4.2228,2012
"494",2012-04-19,"Nilda Hypolite",0,"Central",6,"Pinot Gris","white",3.741,12.04,5,60.2,5.84,2012
"5493",2012-04-19,"Ben Gerry",1,"East",4,"Shiraz","red",6.051,20.17,15,302.55,10.6155,2012
"8349",2012-04-19,"Shameka Mertes",0,"North",5,"Pinot Gris","white",3.741,13.42,8,107.36,6.19,2012
"5278",2012-04-19,"Vicki Kilkenny",0,"West",6,"Chardonnay","white",3.15,10.5,22,231,6.681,2012
"8163",2012-04-19,"Vicki Kilkenny",0,"West",6,"Merlot","red",2.229,7.43,19,141.17,4.4574,2012
"131",2012-04-20,"Dannette Saltsman",0,"Central",5,"Sauvignon Blanc","white",2.697,8.56,10,85.6,4.89,2012
"9313",2012-04-20,"Lolita Wass",0,"Central",7,"Shiraz","red",6.051,19.74,21,414.54,9.82,2012
"7709",2012-04-20,"Nilda Hypolite",0,"Central",6,"Merlot","red",2.229,7,22,154,5.12,2012
"3790",2012-04-20,"Clement Arias",1,"North",5,"Cabernet Sauvignon","red",3.624,13.03,10,130.3,6.54,2012
"9411",2012-04-20,"Clement Arias",1,"North",5,"Sauvignon Blanc","white",2.697,9.94,15,149.1,5.69,2012
"6384",2012-04-20,"Yolando Galicia",0,"North",7,"Merlot","red",2.229,8.38,6,50.28,3.93,2012
"4600",2012-04-20,"Lavera Mccallie",0,"South",6,"Merlot","red",2.229,7.31,18,131.58,4.4365,2012
"7836",2012-04-20,"Lesia Belt",0,"West",8,"Sauvignon Blanc","white",2.697,8.99,12,107.88,4.845,2012
"5195",2012-04-21,"Ben Gerry",1,"East",6,"Riesling","white",2.097,6.99,13,90.87,4.578,2012
"9206",2012-04-21,"Kym Velarde",0,"East",6,"Pinot Gris","white",3.741,12.47,15,187.05,6.2055,2012
"3374",2012-04-21,"Jewel Copas",1,"South",6,"Cabernet Sauvignon","red",3.624,11.96,7,83.72,5.9185,2012
"2852",2012-04-21,"Deloras Mcfetridge",0,"West",4,"Riesling","white",2.097,6.99,12,83.88,4.4574,2012
"3918",2012-04-21,"Vicki Kilkenny",0,"West",5,"Merlot","red",2.229,7.43,11,81.73,4.59,2012
"1713",2012-04-22,"Dannette Saltsman",0,"Central",7,"Cabernet Sauvignon","red",3.624,11.65,14,163.1,7.23,2012
"3844",2012-04-22,"Kym Velarde",0,"East",6,"Chardonnay","white",3.15,10.5,9,94.5,6.0375,2012
"7838",2012-04-22,"Clement Arias",1,"North",6,"Chardonnay","white",3.15,11.45,8,91.6,5.24,2012
"962",2012-04-22,"Shameka Mertes",0,"North",7,"Riesling","white",2.097,7.94,16,127.04,3.87,2012
"6318",2012-04-22,"Mamie Fullington",0,"South",8,"Merlot","red",2.229,7.31,9,65.79,3.8665,2012
"8153",2012-04-23,"Lolita Wass",0,"Central",5,"Merlot","red",2.229,7,10,70,4.35,2012
"8498",2012-04-23,"Shameka Mertes",0,"North",5,"Chardonnay","white",3.15,11.45,16,183.2,5.12,2012
"5928",2012-04-23,"Yolando Galicia",0,"North",4,"Cabernet Sauvignon","red",3.624,13.03,17,221.51,6.72,2012
"602",2012-04-23,"Mamie Fullington",0,"South",3,"Riesling","white",2.097,6.87,19,130.53,4.389,2012
"6558",2012-04-24,"Virgilio Mcelligott",1,"Central",5,"Merlot","red",2.229,7,17,119,4.31,2012
"9915",2012-04-24,"Jewel Copas",1,"South",7,"Shiraz","red",6.051,20.05,6,120.3,9.3575,2012
"3200",2012-04-24,"Tori Hastie",0,"South",4,"Cabernet Sauvignon","red",3.624,11.96,18,215.28,5.814,2012
"8968",2012-04-24,"Deloras Mcfetridge",0,"West",6,"Chardonnay","white",3.15,10.5,10,105,5.7018,2012
"5285",2012-04-25,"Virgilio Mcelligott",1,"Central",7,"Merlot","red",2.229,7,21,147,4.9,2012
"3826",2012-04-25,"Kym Velarde",0,"East",7,"Pinot Gris","white",3.741,12.47,8,99.76,5.0715,2012
"8066",2012-04-25,"Mamie Fullington",0,"South",6,"Pinot Gris","white",3.741,12.35,14,172.9,6.365,2012
"955",2012-04-25,"Lesia Belt",0,"West",7,"Chardonnay","white",3.15,10.5,19,199.5,5.7936,2012
"6790",2012-04-26,"Nilda Hypolite",0,"Central",8,"Chardonnay","white",3.15,10.07,4,40.28,4.79,2012
"4091",2012-04-26,"Karry Noell",0,"East",5,"Sauvignon Blanc","white",2.697,8.99,19,170.81,6.909,2012
"5825",2012-04-27,"Ben Gerry",1,"East",5,"Sauvignon Blanc","white",2.697,8.99,30,269.7,6.846,2012
"5243",2012-04-27,"Clement Arias",1,"North",7,"Merlot","red",2.229,8.38,19,159.22,5.68,2012
"7430",2012-04-27,"Eura Begay",0,"North",7,"Cabernet Sauvignon","red",3.624,13.03,12,156.36,6.55,2012
"5326",2012-04-27,"Shameka Mertes",0,"North",5,"Pinot Gris","white",3.741,13.42,10,134.2,6.71,2012
"2799",2012-04-27,"Mamie Fullington",0,"South",7,"Merlot","red",2.229,7.31,10,73.1,3.838,2012
"6427",2012-04-28,"Nilda Hypolite",0,"Central",4,"Merlot","red",2.229,7,7,49,3.32,2012
"8295",2012-04-28,"Karry Noell",0,"East",5,"Sauvignon Blanc","white",2.697,8.99,8,71.92,5.4915,2012
"4945",2012-04-28,"Kym Velarde",0,"East",5,"Cabernet Sauvignon","red",3.624,12.08,19,229.52,6.447,2012
"7539",2012-04-28,"Clement Arias",1,"North",5,"Merlot","red",2.229,8.38,13,108.94,4.45,2012
"3832",2012-04-28,"Clement Arias",1,"North",8,"Sauvignon Blanc","white",2.697,9.94,24,238.56,5.35,2012
"9028",2012-04-28,"Yolando Galicia",0,"North",5,"Pinot Gris","white",3.741,13.42,12,161.04,7.2,2012
"3974",2012-04-28,"Vicki Kilkenny",0,"West",6,"Merlot","red",2.229,7.43,14,104.02,4.6104,2012
"9541",2012-04-29,"Aiko Hamsher",0,"East",6,"Cabernet Sauvignon","red",3.624,12.08,14,169.12,6.1425,2012
"2602",2012-04-29,"Eura Begay",0,"North",3,"Cabernet Sauvignon","red",3.624,13.03,12,156.36,5.76,2012
"737",2012-04-29,"Jewel Copas",1,"South",7,"Chardonnay","white",3.15,10.38,3,31.14,4.522,2012
"4789",2012-04-29,"Lesia Belt",0,"West",5,"Cabernet Sauvignon","red",3.624,12.08,8,96.64,6.4872,2012
"2980",2012-04-29,"Lesia Belt",0,"West",6,"Merlot","red",2.229,7.43,7,52.01,3.8862,2012
"5656",2012-04-30,"Nilda Hypolite",0,"Central",6,"Pinot Gris","white",3.741,12.04,23,276.92,7.55,2012
"1627",2012-04-30,"Clement Arias",1,"North",6,"Cabernet Sauvignon","red",3.624,13.03,9,117.27,5.98,2012
"3910",2012-04-30,"Eura Begay",0,"North",6,"Merlot","red",2.229,8.38,16,134.08,4.65,2012
"1026",2012-04-30,"Jewel Copas",1,"South",7,"Merlot","red",2.229,7.31,6,43.86,3.2015,2012
"3129",2012-04-30,"Deloras Mcfetridge",0,"West",5,"Cabernet Sauvignon","red",3.624,12.08,18,217.44,6.3342,2012
"1257",2012-05-01,"Virgilio Mcelligott",1,"Central",7,"Merlot","red",2.229,7,15,105,3.92,2012
"1009",2012-05-01,"Mamie Fullington",0,"South",6,"Merlot","red",2.229,7.31,11,80.41,3.857,2012
"7864",2012-05-01,"Bianca Suchan",0,"West",6,"Merlot","red",2.229,7.43,18,133.74,4.6818,2012
"2900",2012-05-01,"Deloras Mcfetridge",0,"West",7,"Chardonnay","white",3.15,10.5,13,136.5,5.3244,2012
"5913",2012-05-02,"Aiko Hamsher",0,"East",6,"Merlot","red",2.229,7.43,27,200.61,5.1765,2012
"2414",2012-05-02,"Kym Velarde",0,"East",9,"Merlot","red",2.229,7.43,14,104.02,4.4835,2012
"7372",2012-05-02,"Eura Begay",0,"North",7,"Merlot","red",2.229,8.38,17,142.46,5.09,2012
"3785",2012-05-02,"Tori Hastie",0,"South",6,"Riesling","white",2.097,6.87,34,233.58,5.548,2012
"7854",2012-05-02,"Deloras Mcfetridge",0,"West",7,"Chardonnay","white",3.15,10.5,21,220.5,6.3138,2012
"8481",2012-05-03,"Clement Arias",1,"North",5,"Merlot","red",2.229,8.38,12,100.56,4.4,2012
"1088",2012-05-03,"Eura Begay",0,"North",6,"Pinot Gris","white",3.741,13.42,7,93.94,6.89,2012
"2629",2012-05-03,"Yolando Galicia",0,"North",7,"Sauvignon Blanc","white",2.697,9.94,22,218.68,6.38,2012
"2042",2012-05-03,"Jewel Copas",1,"South",6,"Merlot","red",2.229,7.31,4,29.24,3.4675,2012
"9069",2012-05-03,"Tori Hastie",0,"South",6,"Merlot","red",2.229,7.31,14,102.34,4.5695,2012
"3894",2012-05-03,"Lesia Belt",0,"West",4,"Cabernet Sauvignon","red",3.624,12.08,27,326.16,6.987,2012
"7923",2012-05-03,"Lesia Belt",0,"West",6,"Merlot","red",2.229,7.43,23,170.89,5.4468,2012
"7941",2012-05-03,"Lesia Belt",0,"West",6,"Pinot Gris","white",3.741,12.47,30,374.1,8.6088,2012
"8534",2012-05-03,"Lesia Belt",0,"West",5,"Shiraz","red",6.051,20.17,17,342.89,11.73,2012
"8370",2012-05-04,"Nilda Hypolite",0,"Central",7,"Pinot Gris","white",3.741,12.04,10,120.4,6.55,2012
